pH,tds,turbidity,temperature,label
8.99,1694.8,21.4,27.51,Unsafe
8.26,1041.8,16.82,29.59,Unsafe
8.26,1639.5,24.35,27.93,Unsafe
6.89,693.5,12.18,29.64,Unsafe
8.28,2722.9,16.35,24.19,Unsafe
7.78,647.4,0.77,25.62,Unsafe
7.9,984.9,23.69,26.46,Unsafe
7.34,117.1,3.41,20.22,Safe
8.08,923.4,23.8,29.23,Unsafe
7.96,1118.6,27.89,28.3,Unsafe
7.44,150.7,0.83,22.08,Safe
7.37,466.1,14.05,22.64,Unsafe
6.62,305.0,16.11,28.37,Unsafe
9.64,1977.2,9.0,28.32,Unsafe
7.26,117.0,1.38,22.23,Safe
9.47,1027.0,16.85,27.79,Unsafe
8.14,1276.0,21.66,25.8,Unsafe
6.61,363.3,18.88,25.77,Unsafe
6.91,108.5,2.91,22.59,Safe
7.32,86.9,2.06,23.98,Safe
6.74,94.6,0.18,21.78,Safe
7.91,610.2,0.7,26.66,Unsafe
7.12,405.5,9.97,24.24,Unsafe
6.8,151.9,0.63,20.58,Safe
7.48,500.8,4.36,21.45,Unsafe
7.14,37.2,0.0,18.58,Safe
6.96,135.2,1.95,25.9,Safe
8.08,415.9,0.9,22.49,Unsafe
8.97,1995.2,20.91,28.2,Unsafe
6.98,130.2,2.15,22.51,Safe
8.4,1872.7,13.41,28.38,Unsafe
6.59,445.1,17.14,24.78,Unsafe
7.59,237.8,8.21,27.77,Unsafe
7.31,86.3,0.0,18.36,Safe
7.43,64.8,0.5,20.49,Safe
7.06,595.2,16.28,28.52,Unsafe
7.47,568.3,3.51,28.28,Unsafe
6.73,313.2,24.76,23.29,Unsafe
7.08,125.3,2.34,23.66,Safe
7.27,744.7,1.24,27.19,Unsafe
8.23,2115.6,17.96,26.54,Unsafe
6.76,316.2,31.02,22.88,Unsafe
9.3,2794.2,22.35,25.29,Unsafe
7.31,97.0,2.83,20.26,Safe
9.18,1368.4,8.87,26.3,Unsafe
7.51,49.9,1.68,22.43,Safe
9.3,2268.3,16.58,29.4,Unsafe
6.87,462.3,27.73,27.88,Unsafe
9.16,1331.8,18.3,26.18,Unsafe
6.94,650.1,21.33,24.6,Unsafe
7.27,47.6,0.0,21.47,Safe
6.81,48.8,1.2,21.51,Safe
6.64,409.6,21.02,25.22,Unsafe
7.05,654.8,7.99,29.54,Unsafe
7.23,405.7,9.75,25.98,Unsafe
9.49,2675.6,16.54,28.54,Unsafe
6.89,119.7,0.0,19.34,Safe
7.15,81.7,0.0,24.25,Safe
7.35,58.8,0.0,23.09,Safe
7.26,751.1,4.06,23.93,Unsafe
7.28,177.5,2.46,20.5,Safe
6.98,199.2,3.47,26.77,Safe
6.86,98.6,3.07,22.65,Safe
8.48,1959.3,12.01,25.98,Unsafe
7.39,88.2,2.77,19.67,Safe
7.18,514.3,17.21,27.81,Unsafe
6.99,91.5,0.0,23.54,Safe
7.34,695.6,0.52,25.03,Unsafe
6.29,633.6,21.2,25.04,Unsafe
6.71,416.4,13.26,26.11,Unsafe
8.04,1146.3,25.83,27.28,Unsafe
7.37,118.5,0.45,24.12,Safe
9.13,1652.5,7.23,28.91,Unsafe
7.28,766.9,2.99,23.55,Unsafe
6.25,670.2,31.25,25.33,Unsafe
7.13,94.4,0.99,22.8,Safe
6.7,428.4,5.33,24.45,Unsafe
6.94,487.4,4.94,24.98,Unsafe
7.11,652.4,1.64,26.27,Unsafe
7.49,201.4,2.38,23.73,Safe
7.56,254.1,13.97,24.04,Unsafe
7.61,94.7,0.22,23.59,Safe
9.48,1658.1,13.14,25.96,Unsafe
6.95,83.3,0.94,19.04,Safe
8.29,2141.6,20.39,26.92,Unsafe
9.02,2749.9,9.13,26.37,Unsafe
7.27,750.2,2.61,24.61,Unsafe
7.35,97.3,0.81,17.55,Safe
7.06,106.0,0.0,17.63,Safe
9.4,2382.4,10.17,23.56,Unsafe
7.55,191.6,2.31,22.54,Safe
7.41,419.9,11.05,25.01,Unsafe
6.61,603.8,19.53,27.33,Unsafe
6.44,682.1,25.52,27.07,Unsafe
6.76,146.8,1.87,24.42,Safe
7.29,266.4,10.23,24.08,Unsafe
7.47,862.3,1.24,26.74,Unsafe
6.61,65.7,0.29,20.52,Safe
9.48,1019.4,8.21,27.76,Unsafe
6.38,551.1,22.44,28.46,Unsafe
6.99,107.2,0.78,19.31,Safe
6.95,37.6,1.03,20.29,Safe
7.09,485.9,11.65,23.65,Unsafe
7.53,646.8,13.28,27.14,Unsafe
6.7,97.0,0.0,20.04,Safe
7.68,587.8,24.78,27.19,Unsafe
9.48,1458.5,24.3,26.8,Unsafe
7.16,119.5,1.47,22.24,Safe
9.84,1774.2,14.01,25.78,Unsafe
6.71,311.2,13.62,26.53,Unsafe
6.52,343.1,31.71,26.96,Unsafe
6.89,165.4,0.0,19.77,Safe
8.21,1540.3,17.61,29.14,Unsafe
6.7,356.2,7.25,26.98,Unsafe
6.86,106.0,0.61,22.16,Safe
7.46,842.8,3.8,24.84,Unsafe
6.95,155.8,1.3,24.88,Safe
6.75,487.6,26.87,22.88,Unsafe
6.84,540.1,10.84,23.71,Unsafe
6.69,603.9,24.99,24.26,Unsafe
8.16,1128.1,16.84,26.49,Unsafe
9.18,2721.4,15.65,24.43,Unsafe
6.81,99.7,0.32,22.12,Safe
8.36,2740.7,22.91,25.45,Unsafe
8.01,927.0,15.57,26.77,Unsafe
7.07,204.0,0.7,25.0,Safe
7.32,518.1,7.49,25.6,Unsafe
9.19,1307.8,9.95,26.68,Unsafe
7.13,67.3,0.58,20.91,Safe
7.01,302.6,13.52,27.27,Unsafe
8.11,1006.5,27.75,29.09,Unsafe
7.4,514.5,19.2,27.44,Unsafe
7.39,112.4,0.48,22.74,Safe
7.48,103.4,1.84,19.43,Safe
6.67,240.9,18.05,27.84,Unsafe
7.53,131.5,0.95,22.17,Safe
8.91,1329.1,21.34,27.77,Unsafe
6.54,356.1,10.73,24.62,Unsafe
7.58,157.0,0.55,21.69,Safe
7.14,96.9,1.57,24.03,Safe
7.0,253.8,25.03,27.5,Unsafe
7.18,397.0,27.05,23.22,Unsafe
6.67,49.5,0.0,22.34,Safe
6.64,265.4,18.78,24.48,Unsafe
8.69,1889.4,8.67,25.56,Unsafe
7.35,187.6,1.26,24.0,Safe
7.49,443.7,3.91,26.47,Unsafe
7.46,152.3,0.68,19.93,Safe
7.09,152.8,2.02,26.55,Safe
7.6,457.4,4.52,24.65,Unsafe
7.83,1022.3,28.52,28.1,Unsafe
7.37,174.7,1.88,26.04,Safe
7.16,603.0,3.63,23.55,Unsafe
8.96,2284.4,8.71,29.15,Unsafe
8.63,913.5,21.3,27.65,Unsafe
9.04,1277.0,9.22,24.38,Unsafe
9.14,992.4,19.53,27.21,Unsafe
8.08,2153.5,20.25,27.4,Unsafe
7.37,521.0,0.38,27.47,Unsafe
8.16,521.1,0.86,25.97,Unsafe
7.34,339.7,27.92,27.99,Unsafe
8.05,928.1,20.34,25.97,Unsafe
7.06,168.9,1.94,22.59,Safe
7.33,126.4,1.4,24.09,Safe
8.48,1838.2,20.34,24.55,Unsafe
8.53,1059.5,15.42,26.17,Unsafe
7.3,419.7,17.08,27.62,Unsafe
8.03,1162.4,15.53,29.13,Unsafe
7.98,957.8,28.28,27.29,Unsafe
7.81,740.2,2.5,24.94,Unsafe
7.38,62.1,0.65,19.45,Safe
8.74,1385.4,19.35,25.84,Unsafe
7.4,51.0,0.68,21.33,Safe
8.16,834.0,3.79,23.04,Unsafe
7.59,481.2,7.56,28.17,Unsafe
7.01,234.5,12.89,26.66,Unsafe
7.49,175.2,2.16,23.07,Safe
8.25,2033.2,10.34,24.96,Unsafe
7.14,795.9,3.44,26.65,Unsafe
8.45,1356.7,8.98,23.88,Unsafe
7.82,1100.7,23.62,30.31,Unsafe
8.77,1299.7,11.51,27.04,Unsafe
6.86,81.4,0.15,18.42,Safe
7.57,445.8,12.11,26.59,Unsafe
7.62,236.3,17.21,25.75,Unsafe
8.26,566.9,3.65,22.6,Unsafe
7.84,510.9,4.1,26.09,Unsafe
7.45,165.2,2.28,21.26,Safe
8.29,1275.9,18.01,25.61,Unsafe
7.38,266.5,27.49,22.57,Unsafe
7.42,857.2,2.44,23.96,Unsafe
7.18,34.2,0.0,22.61,Safe
6.87,53.8,1.35,20.53,Safe
7.68,847.0,3.58,26.46,Unsafe
6.89,117.6,0.38,21.14,Safe
9.26,1428.7,20.93,27.23,Unsafe
9.12,2462.7,20.99,29.58,Unsafe
7.21,464.5,11.48,27.5,Unsafe
7.11,81.3,0.55,21.09,Safe
6.77,101.9,1.01,20.91,Safe
6.86,79.0,0.65,24.08,Safe
6.88,324.9,25.61,27.69,Unsafe
6.91,74.7,0.19,19.54,Safe
8.79,1936.6,9.74,24.65,Unsafe
7.4,77.2,2.48,21.23,Safe
7.03,31.1,1.11,22.54,Safe
7.07,170.5,4.32,23.27,Safe
6.93,123.4,1.51,21.83,Safe
9.53,2580.9,19.51,28.59,Unsafe
7.38,162.0,1.8,22.09,Safe
7.59,114.6,1.32,25.1,Safe
7.51,459.2,2.42,25.94,Unsafe
8.85,1335.8,17.53,28.04,Unsafe
8.12,977.6,18.99,27.57,Unsafe
6.93,104.5,0.0,25.73,Safe
6.93,93.2,0.24,21.0,Safe
6.64,373.2,9.22,26.74,Unsafe
8.6,1549.7,15.02,29.28,Unsafe
7.87,720.4,3.09,24.45,Unsafe
7.65,410.2,7.41,25.41,Unsafe
8.01,940.6,16.68,25.67,Unsafe
7.02,108.8,0.0,18.63,Safe
7.47,439.3,5.32,22.33,Unsafe
7.11,104.4,1.21,21.5,Safe
8.31,1748.1,18.41,26.58,Unsafe
7.87,755.3,1.26,21.76,Unsafe
6.99,99.7,2.52,24.09,Safe
6.66,317.3,4.02,28.3,Unsafe
6.73,520.8,6.69,27.24,Unsafe
8.59,1982.8,22.11,28.0,Unsafe
8.1,631.4,3.8,24.92,Unsafe
7.15,100.1,0.38,22.65,Safe
7.06,133.5,1.2,24.64,Safe
7.1,137.4,0.0,22.83,Safe
8.14,978.8,28.63,27.1,Unsafe
8.15,1793.4,18.84,24.46,Unsafe
6.89,59.5,1.61,17.8,Safe
7.73,1059.6,32.18,28.09,Unsafe
7.32,478.8,27.04,26.54,Unsafe
8.76,1480.3,24.77,28.3,Unsafe
8.5,1935.4,10.81,24.02,Unsafe
6.79,570.6,10.9,23.61,Unsafe
8.05,1111.1,29.52,27.21,Unsafe
9.56,2592.9,11.57,28.27,Unsafe
7.95,950.5,25.66,28.88,Unsafe
7.07,246.6,13.43,25.63,Unsafe
6.6,679.6,18.84,23.45,Unsafe
6.69,567.2,22.9,22.7,Unsafe
7.57,136.8,1.8,25.37,Safe
7.18,857.6,3.97,24.59,Unsafe
7.27,40.5,0.0,18.57,Safe
7.23,182.6,0.0,22.57,Safe
8.57,1628.2,18.11,28.6,Unsafe
9.62,2101.2,9.22,23.42,Unsafe
7.2,410.2,21.06,23.62,Unsafe
7.3,259.3,11.06,24.27,Unsafe
7.28,96.4,1.87,25.72,Safe
8.11,1134.2,17.41,25.72,Unsafe
7.36,82.3,1.78,18.54,Safe
6.81,115.1,0.0,22.97,Safe
6.7,333.7,14.53,26.76,Unsafe
9.01,1373.7,7.41,23.62,Unsafe
7.22,632.5,26.95,24.7,Unsafe
7.4,527.5,10.48,26.76,Unsafe
7.62,752.0,2.78,24.17,Unsafe
6.99,128.1,1.69,22.99,Safe
7.52,396.3,16.17,26.85,Unsafe
7.33,262.3,6.84,22.89,Unsafe
9.05,989.8,11.36,27.54,Unsafe
7.1,230.9,13.06,23.34,Unsafe
7.32,175.9,0.84,25.51,Safe
7.19,89.1,0.84,22.1,Safe
7.7,551.3,4.1,23.21,Unsafe
9.17,1373.8,7.89,28.42,Unsafe
7.25,95.2,0.47,20.04,Safe
6.93,121.5,0.48,25.02,Safe
6.75,351.5,17.3,23.91,Unsafe
7.31,94.0,0.68,19.64,Safe
7.64,631.5,21.61,27.4,Unsafe
6.22,315.2,8.47,27.59,Unsafe
8.4,2462.7,16.05,28.9,Unsafe
6.89,341.7,34.9,28.89,Unsafe
7.2,633.8,16.69,25.67,Unsafe
7.15,99.5,0.1,22.93,Safe
7.29,130.3,1.45,24.52,Safe
9.36,1325.2,12.29,27.38,Unsafe
7.34,423.1,8.56,25.08,Unsafe
7.07,103.7,0.0,20.79,Safe
7.73,288.0,7.84,22.56,Unsafe
7.51,197.8,2.62,24.75,Safe
7.28,288.1,18.54,22.47,Unsafe
7.87,1129.6,19.79,29.5,Unsafe
9.06,2240.5,20.81,28.34,Unsafe
7.2,429.8,14.02,25.62,Unsafe
7.28,110.3,0.0,20.74,Safe
7.02,573.1,21.95,23.01,Unsafe
6.65,721.8,30.93,23.43,Unsafe
7.61,609.8,14.21,24.52,Unsafe
7.08,117.6,2.02,21.31,Safe
7.63,466.3,17.01,21.64,Unsafe
7.07,90.6,0.57,23.34,Safe
8.12,1232.4,12.59,24.75,Unsafe
9.17,1095.0,21.54,27.67,Unsafe
7.48,149.2,3.68,25.62,Safe
6.86,502.8,13.51,25.28,Unsafe
7.86,877.5,4.12,25.66,Unsafe
8.58,1750.4,17.86,28.64,Unsafe
7.44,126.8,1.55,22.38,Safe
8.29,1954.3,9.48,28.07,Unsafe
6.6,227.5,12.86,25.99,Unsafe
6.48,494.7,18.53,29.71,Unsafe
6.66,100.8,0.96,18.75,Safe
6.88,304.1,15.52,26.15,Unsafe
7.99,1138.4,18.52,26.27,Unsafe
7.31,77.7,2.64,22.88,Safe
6.79,661.6,28.92,26.77,Unsafe
8.47,1519.8,16.31,26.3,Unsafe
7.96,955.7,30.74,27.36,Unsafe
6.98,98.1,1.77,19.85,Safe
8.06,994.5,25.16,27.35,Unsafe
6.81,137.4,1.7,23.27,Safe
7.75,370.4,13.35,25.73,Unsafe
6.58,624.5,15.4,27.01,Unsafe
6.96,189.4,2.39,24.74,Safe
8.04,1194.4,33.72,27.16,Unsafe
6.78,608.7,22.2,26.02,Unsafe
6.77,583.4,26.6,21.89,Unsafe
9.53,945.9,8.52,27.44,Unsafe
7.63,339.0,17.16,25.9,Unsafe
8.21,812.0,4.12,26.1,Unsafe
7.3,111.0,2.15,23.94,Safe
9.62,1201.3,9.59,28.61,Unsafe
7.37,736.1,8.26,27.91,Unsafe
6.62,485.3,25.49,23.8,Unsafe
9.12,1720.2,10.81,27.57,Unsafe
6.94,135.9,1.12,24.49,Safe
9.59,1486.5,19.09,27.89,Unsafe
6.79,63.6,0.3,22.3,Safe
7.02,446.4,27.84,22.49,Unsafe
7.5,149.5,3.07,24.48,Safe
9.04,2315.2,18.89,28.02,Unsafe
8.7,1202.9,12.85,24.32,Unsafe
7.09,96.0,0.7,16.99,Safe
7.19,197.0,3.54,20.14,Safe
7.0,156.6,1.3,25.68,Safe
9.77,2585.1,21.31,24.07,Unsafe
6.67,193.6,12.01,26.34,Unsafe
8.2,2683.0,18.38,23.8,Unsafe
6.66,122.3,0.0,23.96,Safe
8.82,1209.5,20.56,26.04,Unsafe
8.49,1437.9,14.63,24.41,Unsafe
7.38,74.4,0.0,21.45,Safe
6.89,153.6,2.07,24.14,Safe
8.8,1207.9,8.9,26.08,Unsafe
7.51,110.8,0.66,20.01,Safe
7.31,185.1,0.87,24.89,Safe
6.67,524.3,19.14,23.12,Unsafe
8.09,461.9,3.75,28.45,Unsafe
7.26,308.9,18.01,23.79,Unsafe
6.34,555.6,32.0,23.29,Unsafe
9.06,2776.1,25.4,26.57,Unsafe
7.09,169.2,1.38,24.09,Safe
7.12,672.4,1.21,23.59,Unsafe
6.8,637.6,22.6,23.98,Unsafe
7.4,597.4,32.5,25.16,Unsafe
7.21,490.0,13.34,26.51,Unsafe
6.67,387.4,15.06,24.06,Unsafe
6.91,250.4,9.73,26.29,Unsafe
6.82,442.2,23.74,23.39,Unsafe
9.4,1661.5,14.24,27.42,Unsafe
8.15,2622.6,15.44,25.16,Unsafe
7.12,137.2,1.64,22.52,Safe
6.45,628.9,9.93,28.15,Unsafe
6.86,98.5,0.7,24.27,Safe
6.38,337.7,16.2,24.86,Unsafe
7.75,1088.9,20.59,29.48,Unsafe
7.59,119.3,2.49,20.53,Safe
7.08,142.6,2.21,21.64,Safe
8.63,1579.0,13.83,27.06,Unsafe
7.72,436.5,11.3,26.17,Unsafe
8.24,918.2,26.88,25.57,Unsafe
7.13,100.8,1.06,19.02,Safe
6.52,657.2,12.13,25.39,Unsafe
8.3,950.4,26.23,28.86,Unsafe
6.7,411.3,27.47,23.3,Unsafe
8.3,1177.5,28.38,28.86,Unsafe
9.03,1217.3,11.92,25.01,Unsafe
6.69,498.9,31.8,26.92,Unsafe
9.22,1069.9,7.62,28.32,Unsafe
6.54,470.5,25.04,22.7,Unsafe
6.87,642.2,7.75,22.46,Unsafe
6.89,412.7,8.41,23.17,Unsafe
7.25,163.9,1.58,24.6,Safe
7.53,334.6,10.77,26.68,Unsafe
6.58,481.7,10.78,24.99,Unsafe
8.09,1168.6,28.32,29.91,Unsafe
8.26,933.7,28.43,27.26,Unsafe
6.86,84.1,2.64,22.51,Safe
7.68,552.9,3.5,26.33,Unsafe
7.65,131.4,1.58,24.34,Safe
9.64,2035.1,19.49,29.99,Unsafe
7.25,333.8,38.86,21.78,Unsafe
6.92,110.5,0.0,20.17,Safe
7.26,112.4,1.24,24.18,Safe
7.44,309.7,12.6,23.39,Unsafe
7.91,982.7,29.4,26.37,Unsafe
7.27,863.7,0.0,22.49,Unsafe
6.71,542.9,33.46,25.6,Unsafe
7.45,441.2,18.77,23.04,Unsafe
6.92,509.3,22.17,24.64,Unsafe
6.94,123.4,1.15,23.53,Safe
6.75,308.8,7.95,24.96,Unsafe
7.21,337.7,15.07,24.93,Unsafe
7.36,520.2,3.05,27.51,Unsafe
7.42,204.1,0.28,20.26,Safe
8.16,681.8,2.87,26.1,Unsafe
7.29,357.0,27.59,25.6,Unsafe
8.52,1434.5,9.37,25.08,Unsafe
7.51,191.0,1.61,22.44,Safe
7.75,471.7,3.31,23.3,Unsafe
7.12,99.1,0.66,22.45,Safe
6.94,91.9,0.58,18.47,Safe
6.89,179.7,1.76,24.81,Safe
8.19,2095.9,19.65,26.83,Unsafe
9.76,2309.2,21.8,27.18,Unsafe
7.29,77.1,0.72,22.27,Safe
7.94,926.2,31.3,29.58,Unsafe
8.12,476.6,1.48,21.86,Unsafe
7.99,998.3,33.94,28.75,Unsafe
7.08,162.5,1.39,22.49,Safe
9.05,1386.8,21.56,24.33,Unsafe
6.95,91.8,0.63,23.34,Safe
6.24,541.3,10.55,27.4,Unsafe
8.29,574.6,4.45,26.99,Unsafe
7.11,582.7,10.03,27.42,Unsafe
6.82,495.3,14.59,26.93,Unsafe
6.83,512.8,22.89,22.4,Unsafe
7.23,145.4,3.04,25.26,Safe
6.8,156.9,2.05,26.1,Safe
7.63,409.1,5.29,22.24,Unsafe
8.05,1377.1,8.53,27.87,Unsafe
7.53,146.2,1.9,24.1,Safe
6.9,582.7,23.12,25.69,Unsafe
7.06,156.3,3.33,19.94,Safe
6.93,341.3,9.15,26.84,Unsafe
8.91,1834.6,16.58,28.3,Unsafe
8.07,1146.6,26.87,29.2,Unsafe
8.49,1334.0,12.15,23.53,Unsafe
7.33,427.5,8.89,25.22,Unsafe
7.19,381.0,8.2,22.13,Unsafe
6.88,115.9,1.92,21.86,Safe
7.37,424.1,11.8,25.53,Unsafe
7.96,524.8,2.37,25.51,Unsafe
7.49,97.9,0.36,23.14,Safe
6.33,479.2,16.69,26.35,Unsafe
6.84,65.1,0.23,20.0,Safe
7.58,540.5,5.2,25.19,Unsafe
7.96,1195.4,25.02,27.62,Unsafe
8.26,646.2,3.04,22.25,Unsafe
8.85,1556.8,12.76,26.26,Unsafe
7.39,64.6,0.35,21.98,Safe
8.82,1045.0,18.25,27.96,Unsafe
7.52,165.0,0.55,22.87,Safe
8.2,923.8,19.2,27.56,Unsafe
6.57,441.5,26.64,28.61,Unsafe
7.19,414.1,21.74,26.83,Unsafe
8.84,1854.4,9.6,24.32,Unsafe
7.41,516.4,27.92,24.46,Unsafe
6.3,360.1,9.31,26.72,Unsafe
7.38,62.2,0.56,20.95,Safe
7.17,69.4,0.26,21.39,Safe
7.81,215.5,5.94,26.56,Unsafe
6.91,165.8,2.81,21.83,Safe
8.59,2016.8,12.73,27.99,Unsafe
9.11,1410.2,21.56,24.73,Unsafe
7.44,278.0,12.46,23.8,Unsafe
8.23,1097.6,22.03,29.81,Unsafe
6.85,645.1,8.74,27.21,Unsafe
7.4,437.0,16.47,22.19,Unsafe
9.22,1763.2,19.03,24.37,Unsafe
8.24,1087.1,15.97,28.63,Unsafe
7.46,661.1,1.94,24.2,Unsafe
7.06,575.6,14.71,23.49,Unsafe
6.6,311.2,9.82,24.35,Unsafe
6.66,428.4,12.72,24.67,Unsafe
8.15,913.4,23.28,28.26,Unsafe
7.9,1133.7,17.45,26.7,Unsafe
6.97,161.4,1.73,22.49,Safe
8.25,989.0,22.56,26.25,Unsafe
6.8,131.4,1.82,20.02,Safe
8.12,1002.9,16.74,28.27,Unsafe
7.23,69.3,0.05,20.34,Safe
7.65,618.0,1.25,26.6,Unsafe
8.02,496.0,3.87,25.01,Unsafe
7.66,205.2,15.8,23.5,Unsafe
7.12,619.3,6.85,23.74,Unsafe
7.12,92.1,0.13,18.99,Safe
8.39,1869.6,14.88,27.12,Unsafe
6.63,618.4,19.7,21.89,Unsafe
7.31,326.9,14.02,27.32,Unsafe
7.33,94.6,1.59,19.46,Safe
7.4,118.6,2.82,27.3,Safe
7.19,100.8,0.7,19.13,Safe
7.49,148.2,1.73,23.41,Safe
6.52,318.4,6.69,22.01,Unsafe
7.19,214.4,11.15,27.47,Unsafe
7.08,132.4,1.52,23.37,Safe
7.61,381.2,8.57,28.15,Unsafe
9.01,2522.6,17.67,23.75,Unsafe
7.47,179.3,2.0,25.53,Safe
6.32,559.9,13.53,28.35,Unsafe
6.87,303.7,10.81,25.1,Unsafe
7.2,160.8,0.69,19.55,Safe
6.96,398.8,22.03,23.35,Unsafe
7.1,115.7,1.31,22.32,Safe
8.97,1041.4,20.5,24.83,Unsafe
8.25,1390.8,12.34,24.15,Unsafe
6.85,478.0,29.88,23.35,Unsafe
6.68,577.9,29.75,23.48,Unsafe
7.3,111.1,2.12,24.29,Safe
6.72,206.8,17.25,27.11,Unsafe
9.48,1683.0,18.19,25.84,Unsafe
7.19,94.7,0.0,18.46,Safe
7.36,501.6,4.26,26.69,Unsafe
7.03,783.7,3.02,25.31,Unsafe
8.16,1508.2,18.65,26.68,Unsafe
7.45,539.1,21.38,22.38,Unsafe
8.66,1459.8,20.07,25.45,Unsafe
7.41,149.1,2.0,23.91,Safe
7.0,573.4,12.76,27.38,Unsafe
7.26,288.7,16.85,23.15,Unsafe
7.18,234.5,10.95,26.96,Unsafe
6.18,648.1,9.87,24.09,Unsafe
9.01,2073.5,19.9,25.55,Unsafe
8.09,1092.2,19.7,29.15,Unsafe
8.07,1099.4,30.83,26.82,Unsafe
7.42,97.2,0.74,25.09,Safe
9.1,1580.0,17.0,23.6,Unsafe
7.93,746.5,1.13,27.04,Unsafe
9.24,2092.3,12.48,23.09,Unsafe
7.17,638.6,2.32,22.76,Unsafe
7.57,116.2,0.52,25.32,Safe
6.84,471.9,11.25,23.75,Unsafe
8.69,2081.2,15.08,27.04,Unsafe
6.7,345.0,14.3,22.86,Unsafe
6.53,276.2,19.74,27.41,Unsafe
6.82,660.8,9.34,28.56,Unsafe
8.17,1419.2,17.42,24.61,Unsafe
7.93,514.2,0.76,25.77,Unsafe
8.39,977.4,10.67,26.15,Unsafe
7.16,108.2,0.0,22.77,Safe
9.25,1945.3,21.53,26.54,Unsafe
7.8,718.1,3.59,22.77,Unsafe
8.13,786.1,2.81,27.23,Unsafe
7.15,53.2,0.01,21.92,Safe
7.81,780.3,2.31,25.17,Unsafe
7.26,520.5,2.79,23.47,Unsafe
7.42,488.6,2.99,23.98,Unsafe
7.72,206.9,5.21,27.55,Unsafe
7.45,773.8,0.22,25.69,Unsafe
7.43,145.7,0.97,23.01,Safe
7.39,547.3,10.6,25.49,Unsafe
9.25,1834.8,14.3,26.92,Unsafe
7.1,167.8,2.34,23.6,Safe
9.27,1562.5,19.97,25.45,Unsafe
7.47,153.0,2.28,20.88,Safe
7.05,232.6,4.68,23.67,Unsafe
6.99,168.2,1.87,22.07,Safe
7.54,109.4,0.61,21.96,Safe
8.66,890.2,5.73,28.47,Unsafe
8.29,1088.1,26.7,29.82,Unsafe
6.38,639.0,28.81,26.47,Unsafe
6.52,298.8,14.48,27.72,Unsafe
9.77,2791.3,20.22,24.07,Unsafe
6.89,484.3,10.63,28.27,Unsafe
7.84,546.7,4.31,21.9,Unsafe
7.29,327.9,16.9,28.04,Unsafe
7.04,380.5,29.5,27.71,Unsafe
7.31,506.7,9.44,23.5,Unsafe
7.69,751.3,4.15,26.61,Unsafe
7.15,186.0,2.19,24.91,Safe
8.06,1121.2,33.06,28.24,Unsafe
8.1,1019.1,24.2,28.94,Unsafe
7.63,642.6,1.52,23.65,Unsafe
7.22,322.4,18.42,24.82,Unsafe
7.23,725.5,31.81,25.78,Unsafe
6.83,343.1,16.33,26.57,Unsafe
9.35,1211.1,7.62,24.93,Unsafe
6.67,365.7,16.95,27.87,Unsafe
7.38,286.6,10.61,23.09,Unsafe
8.22,478.6,2.48,26.18,Unsafe
9.32,1185.3,11.74,27.73,Unsafe
7.38,192.7,1.28,21.03,Safe
7.67,478.6,8.14,27.09,Unsafe
6.84,85.9,0.0,18.8,Safe
7.03,188.7,2.64,20.59,Safe
7.07,47.3,1.41,21.7,Safe
7.57,670.0,2.37,28.2,Unsafe
7.16,167.7,1.93,19.65,Safe
6.86,191.5,1.08,20.34,Safe
6.79,735.6,31.26,24.87,Unsafe
7.66,357.7,5.95,25.93,Unsafe
7.29,846.6,3.99,26.57,Unsafe
6.46,289.1,24.95,23.17,Unsafe
8.39,1671.6,21.26,25.82,Unsafe
8.25,1189.6,24.37,27.17,Unsafe
8.12,1000.7,12.31,24.13,Unsafe
9.36,1994.5,14.58,24.92,Unsafe
7.86,988.3,15.75,26.41,Unsafe
8.55,1096.5,6.83,27.2,Unsafe
7.86,956.5,31.71,28.6,Unsafe
7.66,758.5,3.72,27.5,Unsafe
7.44,248.6,17.6,24.63,Unsafe
6.7,403.5,6.19,25.53,Unsafe
7.05,150.4,2.81,21.62,Safe
7.58,444.1,3.87,24.22,Unsafe
7.08,380.9,26.34,26.59,Unsafe
6.93,235.8,4.9,24.32,Unsafe
7.08,483.6,25.1,29.37,Unsafe
7.06,166.6,0.77,21.9,Safe
7.44,648.1,1.86,20.79,Unsafe
9.4,1228.9,14.52,25.2,Unsafe
6.96,209.7,8.85,23.31,Unsafe
7.37,85.1,2.07,23.89,Safe
8.06,536.5,5.13,21.27,Unsafe
7.6,311.2,4.46,24.41,Unsafe
7.2,118.6,0.0,24.56,Safe
7.58,83.4,2.97,23.21,Safe
9.52,1948.4,19.51,26.7,Unsafe
6.21,356.9,11.66,26.18,Unsafe
7.31,145.8,0.86,24.87,Safe
7.17,563.5,8.37,24.08,Unsafe
7.11,174.5,2.16,19.53,Safe
7.38,320.6,25.61,24.26,Unsafe
7.29,310.7,8.97,26.96,Unsafe
7.5,913.0,4.0,23.87,Unsafe
6.89,573.3,34.94,28.93,Unsafe
7.32,182.4,3.07,22.08,Safe
6.58,351.0,13.32,22.92,Unsafe
6.38,578.5,7.81,24.21,Unsafe
6.9,155.2,2.56,20.73,Safe
8.69,1380.4,10.31,24.7,Unsafe
7.23,561.5,24.47,25.89,Unsafe
6.47,487.1,32.43,27.57,Unsafe
7.13,83.9,2.9,21.4,Safe
7.91,916.5,32.31,27.83,Unsafe
